ID,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,is_canceled,adr
111318,City Hotel,277,2017,July,28,13,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,66.988495
111319,City Hotel,277,2017,July,28,13,0,3,3,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,0,2,0,102.33945
111320,City Hotel,24,2017,July,28,13,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,0,1,0,115.90183
111321,City Hotel,178,2017,July,28,13,2,5,2,2.0,0,HB,DNK,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,0,3,0,127.16519
111322,City Hotel,182,2017,July,28,13,1,3,2,2.0,0,HB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,1,0,0,167.29338
111323,City Hotel,214,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,0,1,0,76.366104
111324,City Hotel,234,2017,July,28,13,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,0,1,76.466805
111325,Resort Hotel,125,2017,July,28,13,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,0,0,0,80.44286
111326,Resort Hotel,125,2017,July,28,13,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,0,0,0,80.44286
111327,City Hotel,233,2017,July,28,13,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,0,1,76.473854
111328,Resort Hotel,154,2017,July,28,13,4,10,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,0,0,0,75.08289
111329,City Hotel,3,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,D,D,0,No Deposit,,219.0,0,Transient,0,1,0,97.26561
111330,City Hotel,8,2017,July,28,13,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,154.73833
111331,Resort Hotel,20,2017,July,28,13,4,8,2,0.0,0,SC,GBR,Complementary,Direct,0,0,0,F,I,7,No Deposit,,,0,Transient,0,1,0,6.1799645
111332,City Hotel,8,2017,July,28,13,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,0,0,0,134.95389
111333,City Hotel,222,2017,July,28,13,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,,0,Transient,0,0,1,79.309685
111334,City Hotel,2,2017,July,28,13,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,1,0,1,F,F,1,No Deposit,9.0,,0,Transient,0,1,0,97.60353
111335,City Hotel,233,2017,July,28,13,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,1,0,74.59562
111336,City Hotel,214,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,0,1,0,76.366104
111337,City Hotel,215,2017,July,28,13,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,56.39636
111338,City Hotel,215,2017,July,28,13,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,1,0,68.67873
111339,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111340,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111341,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111342,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111343,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111344,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111345,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111346,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111347,Resort Hotel,145,2017,July,28,13,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,1,1,118.38306
111348,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111349,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111350,Resort Hotel,145,2017,July,28,13,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,1,1,118.38306
111351,Resort Hotel,184,2017,July,28,13,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,0,0,0,59.90108
111352,Resort Hotel,27,2017,July,28,13,2,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,0,0,131.65175
111353,Resort Hotel,31,2017,July,28,13,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,0,1,0,118.117165
111354,Resort Hotel,31,2017,July,28,13,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,0,1,0,118.117165
111355,Resort Hotel,17,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,20.0,0,Transient,0,0,0,102.737
111356,City Hotel,215,2017,July,28,13,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,1,0,68.67873
111357,Resort Hotel,133,2017,July,28,13,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,0,2,0,91.79711
111358,City Hotel,277,2017,July,28,13,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,66.988495
111359,City Hotel,277,2017,July,28,13,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,1,75.46299
111360,City Hotel,215,2017,July,28,13,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,1,0,68.67873
111361,City Hotel,215,2017,July,28,13,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,1,0,68.67873
111362,City Hotel,3,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,2,14,D,D,0,No Deposit,,219.0,0,Transient,0,1,0,92.568016
111363,Resort Hotel,0,2017,July,28,13,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,2,0,119.33858
111364,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111365,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111366,Resort Hotel,7,2017,July,28,13,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,0,0,0,155.48885
111367,Resort Hotel,0,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,34.0,0,Transient,0,0,0,117.21647
111368,Resort Hotel,1,2017,July,28,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0,2,0,135.47095
111369,Resort Hotel,13,2017,July,28,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,196.0,,0,Transient,0,0,0,121.41026
111370,Resort Hotel,1,2017,July,28,13,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0,3,0,130.56891
111371,Resort Hotel,33,2017,July,28,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,0,2,0,105.96896
111372,Resort Hotel,0,2017,July,28,13,0,1,2,0.0,0,BB,UKR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,0,0,132.45798
111373,Resort Hotel,0,2017,July,28,13,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,240.0,,0,Transient,0,2,0,135.87106
111374,Resort Hotel,0,2017,July,28,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,0,No Deposit,241.0,,0,Transient,0,1,0,141.65439
111375,Resort Hotel,0,2017,July,28,13,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,,0,Transient,0,1,0,141.65439
111376,City Hotel,1,2017,July,28,13,0,1,3,0.0,1,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,2,1,0,220.00842
111377,Resort Hotel,4,2017,July,28,13,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0,1,0,139.83652
111378,Resort Hotel,1,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,107.11745
111379,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,AUT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111380,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111381,City Hotel,357,2017,July,28,13,1,3,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,107.7607
111382,Resort Hotel,27,2017,July,28,13,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0,1,0,131.3318
111383,Resort Hotel,152,2017,July,28,13,0,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient-Party,0,1,0,122.97911
111384,Resort Hotel,89,2017,July,28,13,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,0,1,0,106.470024
111385,City Hotel,139,2017,July,28,13,1,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,128.12842
111386,Resort Hotel,152,2017,July,28,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,0,2,0,75.3145
111387,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111388,Resort Hotel,31,2017,July,28,13,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,1,1,0,108.71027
111389,City Hotel,3,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,25,D,D,0,No Deposit,,219.0,0,Transient,0,2,0,87.2942
111390,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111391,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111392,Resort Hotel,25,2017,July,28,13,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,110.97752
111393,Resort Hotel,1,2017,July,28,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0,2,0,145.09384
111394,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111395,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111396,City Hotel,271,2017,July,28,13,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,1,82.1549
111397,Resort Hotel,21,2017,July,28,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,113.43291
111398,City Hotel,163,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,81.782036
111399,City Hotel,10,2017,July,28,13,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,9.0,,0,Transient,0,3,0,161.22363
111400,City Hotel,279,2017,July,28,13,0,3,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,108.85242
111401,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111402,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111403,City Hotel,199,2017,July,28,13,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,86.90885
111404,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111405,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111406,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111407,City Hotel,199,2017,July,28,13,0,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,115.9918
111408,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111409,Resort Hotel,5,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,,,0,Transient,0,0,1,79.023926
111410,City Hotel,26,2017,July,28,13,0,1,3,0.0,0,BB,TWN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,165.7044
111411,City Hotel,1,2017,July,28,13,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,0,1,0,156.56154
111412,City Hotel,0,2017,July,28,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,156.10764
111413,City Hotel,6,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,4,29,A,A,0,No Deposit,,40.0,0,Transient,0,0,0,72.588776
111414,City Hotel,161,2017,July,28,13,2,8,2,1.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,0,1,0,90.94255
111415,City Hotel,253,2017,July,28,13,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,75.031235
111416,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111417,City Hotel,316,2017,July,28,13,0,2,3,0.0,0,BB,SRB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,115.93338
111418,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111419,City Hotel,25,2017,July,28,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,117.29506
111420,City Hotel,6,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,0,0,0,86.738655
111421,City Hotel,277,2017,July,28,13,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,1,75.46299
111422,City Hotel,167,2017,July,28,13,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,81.337105
111423,City Hotel,277,2017,July,28,13,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,1,75.46299
111424,City Hotel,9,2017,July,28,13,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,128.2967
111425,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111426,City Hotel,156,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,82.64035
111427,City Hotel,234,2017,July,28,13,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,78.966774
111428,City Hotel,244,2017,July,28,13,0,3,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,0,0,1,145.6626
111429,City Hotel,23,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,135.56436
111430,City Hotel,185,2017,July,28,13,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,116.282715
111431,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111432,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,87.92204
111433,City Hotel,19,2017,July,28,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,0,0,1,140.18173
111434,Resort Hotel,1,2017,July,28,13,0,3,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,1,0,150.02606
111435,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111436,Resort Hotel,27,2017,July,28,13,0,3,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,0,0,1,151.07648
111437,Resort Hotel,3,2017,July,28,13,2,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,1,0,0,225.58961
111438,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111439,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111440,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,B,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111441,Resort Hotel,46,2017,July,28,13,1,3,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,0,0,1,190.8383
111442,City Hotel,238,2017,July,28,13,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,0,2,0,86.91476
111443,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111444,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111445,Resort Hotel,103,2017,July,28,13,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,241.0,,0,Transient,0,1,0,120.43048
111446,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111447,City Hotel,25,2017,July,28,13,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,0,2,0,129.08784
111448,City Hotel,303,2017,July,28,13,2,8,2,1.0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,75.30998
111449,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111450,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111451,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111452,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111453,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,B,1,No Deposit,6.0,,0,Transient-Party,0,0,0,-22.694721
111454,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111455,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111456,City Hotel,16,2017,July,28,13,2,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,152.5119
111457,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111458,City Hotel,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,0,2,0,-18.913218
111459,City Hotel,3,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No Deposit,,219.0,0,Transient,0,0,0,94.671555
111460,City Hotel,356,2017,July,28,13,1,3,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,107.79681
111461,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111462,City Hotel,59,2017,July,28,13,1,3,2,0.0,0,BB,CN,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,0,0,0,115.71219
111463,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111464,Resort Hotel,23,2017,July,28,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,1,2,0,108.14141
111465,Resort Hotel,18,2017,July,28,13,0,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,0,1,0,132.0498
111466,City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0,1,0,11.1574335
111467,City Hotel,279,2017,July,28,13,1,3,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,112.03081
